
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                Observed  |     Rel. |    Aki    | Acc. |            Ei           Ek            |         Lower level         |         Upper level          |Type|
          |               Wavelength |     Int. |    s^-1   |      |           (eV)         (eV)           |-----------------------------|------------------------------|    |
          |                Vac (nm)  |          |           |      |                                       | Conf.             | Term    | Conf.              | Term    |    |
Xe V      |              114.028     |        6 |           |      |    19.28179       -     30.15500      | 5s.5p3            | 3S*     | 5s2.5p.(2P*).6p    | 1P      |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe V      |              114.0443    |       10 |           |      |     3.52254       -     14.39419      | 5s2.5p2           | 1D      | 5s.5p3             | 3D*     |    |
Xe IV     |              114.325     |        4 |           |      |    13.54582       -     24.39078      | 5s.5p4            | 4P      | 5s2.5p2.(3P).6p    | 2D*     |    |
Xe V      |              114.353     |        8 |           |      |    14.86806       -     25.71019      | 5s.5p3            | 3D*     | 5s2.5p.(2P*).4f    | 3D      |    |
Xe IV     |              114.416     |        9 |           |      |    13.54582       -     24.38207      | 5s.5p4            | 4P      | 5s2.5p2.(3P).4f    | 4D*     |    |
Xe IV     |              114.871     |        4 |           |      |    16.49329       -     27.28664      | 5s2.5p2.(3P).5d   | 2P      | 5s2.5p2.(1D).6p    | 2P*     |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
Xe IV     |              115.026     |        5 |           |      |    13.25679       -     24.03565      | 5s.5p4            | 4P      | 5s2.5p2.(3P).6p    | 2S*     |    |
Xe IV     |              115.108     |       10 |           |      |    18.43459       -     29.20580      | 5s2.5p2.(3P).5d   | 4D      | 5s2.5p2.(1S).6p    | 2P*     |    |
Xe V      |              115.1083    |       30 |           |      |     3.52254       -     14.29368      | 5s2.5p2           | 1D      | 5s.5p3             | 3D*     |    |
Xe V      |              115.327     |        6 |           |      |    19.40437       -     30.15500      | 5s2.5p.(2P*).5d   | 3F*     | 5s2.5p.(2P*).6p    | 1P      |    |
Xe IV     |              115.351     |        6 |           |      |    15.11726       -     25.86572      | 5s.5p4            | 2D      | 5s2.5p2.(3P).4f    | 2F*     |    |
          |                          |          |           |      |                                       |                   |         |                    |         |    |
