
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                 Observed  |  Rel. |     Aki    | Acc. |                Ei           Ek               |   Lower level   |   Upper level   |Type|
          |                Wavelength |  Int. |     s^-1   |      |               (eV)         (eV)              |-----------------|-----------------|    |
          |                 Vac (nm)  |       |            |      |                                              | Conf.    | Term | Conf.    | Term |    |
Li I      |            230.583        |     * |            |      |     0.00000           -      5.375324        | 1s2.2s   | 2S   | 1s2.29p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            230.583        |     * |            |      |     0.00000           -      5.375324        | 1s2.2s   | 2S   | 1s2.29p  | 2P*  |    |
Li I      |            230.629        |     * |            |      |     0.00000           -      5.374267        | 1s2.2s   | 2S   | 1s2.28p  | 2P*  |    |
Li I      |            230.629        |     * |            |      |     0.00000           -      5.374267        | 1s2.2s   | 2S   | 1s2.28p  | 2P*  |    |
Li I      |            230.682        |     * |            |      |     0.00000           -      5.373029        | 1s2.2s   | 2S   | 1s2.27p  | 2P*  |    |
Li I      |            230.682        |     * |            |      |     0.00000           -      5.373029        | 1s2.2s   | 2S   | 1s2.27p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            230.744        |     * |            |      |     0.00000           -      5.371592        | 1s2.2s   | 2S   | 1s2.26p  | 2P*  |    |
Li I      |            230.744        |     * |            |      |     0.00000           -      5.371592        | 1s2.2s   | 2S   | 1s2.26p  | 2P*  |    |
Li I      |            230.897        |     * |            |      |     0.00000           -      5.368023        | 1s2.2s   | 2S   | 1s2.24p  | 2P*  |    |
Li I      |            230.897        |     * |            |      |     0.00000           -      5.368023        | 1s2.2s   | 2S   | 1s2.24p  | 2P*  |    |
Li I      |            230.988        |     * |            |      |     0.00000           -      5.365907        | 1s2.2s   | 2S   | 1s2.23p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            230.988        |     * |            |      |     0.00000           -      5.365907        | 1s2.2s   | 2S   | 1s2.23p  | 2P*  |    |
Li I      |            231.094        |     * |            |      |     0.00000           -      5.363450        | 1s2.2s   | 2S   | 1s2.22p  | 2P*  |    |
Li I      |            231.094        |     * |            |      |     0.00000           -      5.363450        | 1s2.2s   | 2S   | 1s2.22p  | 2P*  |    |
Li I      |            231.211        |     * |            |      |     0.00000           -      5.360724        | 1s2.2s   | 2S   | 1s2.21p  | 2P*  |    |
Li I      |            231.211        |     * |            |      |     0.00000           -      5.360724        | 1s2.2s   | 2S   | 1s2.21p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            231.349        |     * |            |      |     0.00000           -      5.357529        | 1s2.2s   | 2S   | 1s2.20p  | 2P*  |    |
Li I      |            231.349        |     * |            |      |     0.00000           -      5.357529        | 1s2.2s   | 2S   | 1s2.20p  | 2P*  |    |
Li I      |            231.508        |     * |            |      |     0.00000           -      5.353866        | 1s2.2s   | 2S   | 1s2.19p  | 2P*  |    |
Li I      |            231.508        |     * |            |      |     0.00000           -      5.353866        | 1s2.2s   | 2S   | 1s2.19p  | 2P*  |    |
Li I      |            231.695        |     * |            |      |     0.00000           -      5.349541        | 1s2.2s   | 2S   | 1s2.18p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            231.695        |     * |            |      |     0.00000           -      5.349541        | 1s2.2s   | 2S   | 1s2.18p  | 2P*  |    |
Li I      |            231.918        |     * |            |      |     0.00000           -      5.344391        | 1s2.2s   | 2S   | 1s2.17p  | 2P*  |    |
Li I      |            231.918        |     * |            |      |     0.00000           -      5.344391        | 1s2.2s   | 2S   | 1s2.17p  | 2P*  |    |
Li I      |            232.188        |     * |            |      |     0.00000           -      5.338182        | 1s2.2s   | 2S   | 1s2.16p  | 2P*  |    |
Li I      |            232.188        |     * |            |      |     0.00000           -      5.338182        | 1s2.2s   | 2S   | 1s2.16p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            232.511        |     * |            |      |     0.00000           -      5.330764        | 1s2.2s   | 2S   | 1s2.15p  | 2P*  |    |
Li I      |            232.511        |     * |            |      |     0.00000           -      5.330764        | 1s2.2s   | 2S   | 1s2.15p  | 2P*  |    |
Li I      |            232.902        |     * |            |      |     0.00000           -      5.321822        | 1s2.2s   | 2S   | 1s2.14p  | 2P*  |    |
Li I      |            232.902        |     * |            |      |     0.00000           -      5.321822        | 1s2.2s   | 2S   | 1s2.14p  | 2P*  |    |
Li II     |            232.984        |     * | 1.1758e+07 | AAA  |    68.780783          -     74.100814        | 1s.3s    | 3S   | 1s.6p    | 3P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            232.984        |     * | 1.1758e+07 | AAA  |    68.780783          -     74.100731        | 1s.3s    | 3S   | 1s.6p    | 3P*  |    |
Li II     |            232.984        |     * | 1.1758e+07 | AAA  |    68.780783          -     74.100684        | 1s.3s    | 3S   | 1s.6p    | 3P*  |    |
Li I      |            233.394        |     * | 1.09e+05   | B'   |     0.00000           -      5.310605        | 1s2.2s   | 2S   | 1s2.13p  | 2P*  |    |
Li I      |            233.394        |     * | 1.09e+05   | B'   |     0.00000           -      5.310605        | 1s2.2s   | 2S   | 1s2.13p  | 2P*  |    |
Li II     |            233.688        |     3 |            |      |                                              |          |      |          |      |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            233.691        |     5 |            |      |                                              |          |      |          |      |    |
Li II     |            233.700        |     2 |            |      |                                              |          |      |          |      |    |
Li I      |            234.015        |     * | 1.34e+05   | B'   |     0.00000           -      5.296498        | 1s2.2s   | 2S   | 1s2.12p  | 2P*  |    |
Li I      |            234.015        |     * | 1.34e+05   | B'   |     0.00000           -      5.296498        | 1s2.2s   | 2S   | 1s2.12p  | 2P*  |    |
Li I      |            234.822        |     * | 1.65e+05   | B'   |     0.00000           -      5.27790         | 1s2.2s   | 2S   | 1s2.11p  | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li I      |            234.822        |     * | 1.65e+05   | B'   |     0.00000           -      5.27790         | 1s2.2s   | 2S   | 1s2.11p  | 2P*  |    |
Li I      |            235.893        |     * | 2.09e+05   | B'   |     0.00000           -      5.254346        | 1s2.2s   | 2S   | 1s2.10p  | 2P*  |    |
Li I      |            235.893        |     * | 2.09e+05   | B'   |     0.00000           -      5.254346        | 1s2.2s   | 2S   | 1s2.10p  | 2P*  |    |
Li I      |            237.354        |     * | 1.917e+05  | AA   |     0.00000           -      5.222000        | 1s2.2s   | 2S   | 1s2.9p   | 2P*  |    |
Li I      |            237.354        |     * | 1.918e+05  | AA   |     0.00000           -      5.222000        | 1s2.2s   | 2S   | 1s2.9p   | 2P*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            238.154        |     * |            |      |    69.585279          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
Li II     |            238.154        |     * |            |      |    69.585279          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
Li II     |            238.154        |     * |            |      |    69.585356          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
Li II     |            238.154        |     * |            |      |    69.585356          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
Li II     |            238.154        |     * |            |      |    69.585356          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            238.154        |     * |            |      |    69.585422          -     74.78974         | 1s.3d    | 3D   | 1s.8f    | 3F*  |    |
Li II     |            238.320        |       |            |      |    69.589057          -     74.789895        | 1s.3d    | 1D   | 1s.8f    | 1F*  |    |
Li I      |            239.439        |    1* | 2.664e+05  | AA   |     0.00000           -      5.176542        | 1s2.2s   | 2S   | 1s2.8p   | 2P*  |    |
Li I      |            239.439        |    1* | 2.664e+05  | AA   |     0.00000           -      5.176542        | 1s2.2s   | 2S   | 1s2.8p   | 2P*  |    |
Li II     |            240.233        |     * | 1.4799e+07 | AAA  |    69.369199          -     74.528690        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            240.233        |     * | 8.2222e+06 | AAA  |    69.369199          -     74.528642        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
Li II     |            240.233        |     * | 1.9734e+07 | AAA  |    69.369332          -     74.528772        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
Li II     |            240.233        |     * | 4.9328e+06 | AAA  |    69.369332          -     74.528690        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
Li II     |            240.233        |     * | 5.4817e+05 | AAA  |    69.369332          -     74.528642        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
Li II     |            240.233        |     * | 1.0963e+07 | AAA  |    69.369444          -     74.528642        | 1s.3p    | 3P*  | 1s.7d    | 3D   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            241.084        |       |            |      |    69.648470          -     74.789683        | 1s.3p    | 1P*  | 1s.8d    | 1D   |    |
Li I      |            242.543        |    3* | 3.822e+05  | AA   |     0.00000           -      5.110300        | 1s2.2s   | 2S   | 1s2.7p   | 2P*  |    |
Li I      |            242.543        |    3* | 3.824e+05  | AA   |     0.00000           -      5.110300        | 1s2.2s   | 2S   | 1s2.7p   | 2P*  |    |
Li II     |            242.981        |     * | 3.5140e+06 | AAA  |    69.369199          -     74.470349        | 1s.3p    | 3P*  | 1s.7s    | 3S   |    |
Li II     |            242.981        |     * | 5.8567e+06 | AAA  |    69.369332          -     74.470349        | 1s.3p    | 3P*  | 1s.7s    | 3S   |    |
          |                           |       |            |      |                                              |          |      |          |      |    |
Li II     |            242.981        |     * | 1.1713e+06 | AAA  |    69.369444          -     74.470349        | 1s.3p    | 3P*  | 1s.7s    | 3S   |    |
