
-------------------------------------------------------------------------------------------------------------------------------------------------------
          Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |         Lower level          |          Upper level           |Type|
         Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |------------------------------|--------------------------------|    |
          Air (nm)  |       |           |      |                                 | Conf.                | Term  | Conf.                  | Term  |    |
          370.358   |  3800 | 9.2e+07   | C    |    0.300634    -     3.647376   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          370.470   |  1800 | 6.6e+07   | C    |    0.286572    -     3.632288   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          370.504   |   570 | 3.6e+07   | C    |    0.275259    -     3.620679   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | y 6P* |    |
          370.872   |   130 | 4.4e+07   | C    |    1.892596    -     5.234698   | 3d3.4s2              | a 2H  |                        | u 2H* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          373.443   |   150 |           |      |                                 |                      |       |                        |       |    |
          377.868   |   270 | 4.9e+06   | C    |    0.286572    -     3.566788   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          379.032   |   520 | 8.2e+06   | C    |    0.275259    -     3.545405   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          379.496   |  1100 | 2.3e+07   | C    |    0.300634    -     3.566788   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          379.991   |   570 | 1.2e+07   | C    |    0.266964    -     3.528859   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          380.347   |   570 | 1.5e+07   | C    |    0.286572    -     3.545405   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          380.680   |   190 | 2.5e+07   | C    |    1.376298    -     4.632291   | 3d3.4s2              | a 2G  | 3d4.(3H).4p            | v 2G* |    |
          380.750   |   300 | 1.0e+07   | C    |    0.261889    -     3.517277   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          380.852   |   520 | 1.48e+07  | B+   |    0.00000     -     3.254521   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          380.960   |   230 | 4.7e+06   | C    |    0.275259    -     3.528859   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          381.349   |  1000 | 1.19e+07  | C    |    0.017033    -     3.267312   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          381.784   | 140bl | 1.17e+06  | B    |    0.068558    -     3.315129   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 6D* |    |
          381.824   |  1300 | 6.73e+07  | B+   |    0.00000     -     3.246232   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          381.996   |   230 | 5.2e+06   | C    |    0.300634    -     3.545405   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          382.149   |   230 | 2.1e+07   | C    |    0.266964    -     3.510445   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          382.201   |   570 | 8.1e+06   | B    |    0.040104    -     3.283137   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          382.289   |   450 | 1.0e+07   | C    |    0.286572    -     3.528859   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          382.321   |   300 | 1.4e+07   | C    |    0.275259    -     3.517277   | 3d4.(5D).4s          | a 6D  | 3d3.(4P).4s.4p.(3P*)   | x 6D* |    |
          382.856   |  1700 | 5.33e+07  | B+   |    0.017033    -     3.254521   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          383.422   |   280 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          383.900   |   160 | 2.0e+07   | C    |    1.063602    -     4.292283   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | v 4D* |    |
          383.938   |   110 |           |      |                                 |                      |       |                        |       |    |
          384.044   |   570 |           |      |                                 |                      |       |                        |       |    |
          384.075   |  2600 | 5.48e+07  | B    |    0.040104    -     3.267312   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
          384.189   |   110 | 9.6e+05   | B    |    0.040104    -     3.266351   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(3P*)   | z 2G* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          384.444   |   380 | 6.0e+06   | B+   |    0.00000     -     3.224113   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          384.733   |   320 | 4.8e+06   | B+   |    0.017033    -     3.238725   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          384.932   |   110 |           |      |                                 |                      |       |                        |       |    |
          385.537   |  1200 | 3.30e+07  | B+   |    0.00000     -     3.214978   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          385.584   |  3000 | 5.78e+07  | B+   |    0.068558    -     3.283137   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          386.222   |   150 | 1.13e+06  | B    |    0.017033    -     3.226307   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(3P*)   | z 2G* |    |
          386.387   |   130 | 3.1e+07   | C    |    1.350499    -     4.558409   | 3d3.4s2              | a 2G  | 3d4.(a 3F).4p          | x 2F* |    |
          386.486   |  1300 | 2.70e+07  | B+   |    0.017033    -     3.224113   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          386.760   |   230 | 2.54e+06  | B+   |    0.040104    -     3.244904   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          387.108   |   170 | 2.8e+07   | C    |    1.376298    -     4.578227   | 3d3.4s2              | a 2G  | 3d4.(a 3F).4p          | x 2F* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          387.508   |  1500 | 2.36e+07  | B+   |    0.040104    -     3.238725   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          387.590   |   420 | 8.3e+06   | B+   |    0.017033    -     3.214978   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          387.609   |   570 | 9.1e+06   | B    |    0.068558    -     3.266351   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(3P*)   | z 2G* |    |
          389.018   |   700 | 6.6e+06   | B+   |    0.040104    -     3.226307   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(3P*)   | z 2G* |    |
          389.286   |   460 | 8.2e+06   | B+   |    0.040104    -     3.224113   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          389.802   |  280w |           |      |                                 |                      |       |                        |       |    |
          390.018   |  140w |           |      |                                 |                      |       |                        |       |    |
          390.115   |  140w |           |      |                                 |                      |       |                        |       |    |
          390.225   |  2400 | 2.68e+07  | B+   |    0.068558    -     3.244904   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          390.675   |   100 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          390.989   |   700 | 4.3e+06   | B+   |    0.068558    -     3.238725   | 3d3.4s2              | a 4F  | 3d4.(5D).4p            | y 4F* |    |
          391.079   |   100 | 9.9e+06   | C    |    1.043079    -     4.212496   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          391.221   |   220 |           |      |                                 |                      |       |                        |       |    |
          392.049   |   100 | 8.2e+06   | C    |    1.050919    -     4.212496   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          392.190   |   100 | 2.7e+07   | C    |    1.050919    -     4.211350   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          392.243   |   230 | 2.6e+07   | C    |    1.063602    -     4.223611   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          392.466   |   240 |           |      |                                 |                      |       |                        |       |    |
          392.524   |   150 | 9.7e+05   | B+   |    0.068558    -     3.226307   | 3d3.4s2              | a 4F  | 3d3.(4F).4s.4p.(3P*)   | z 2G* |    |
          392.793   |   200 |           |      |                                 |                      |       |                        |       |    |
          393.002   |   260 | 3.3e+07   | C    |    1.376298    -     4.530204   | 3d3.4s2              | a 2G  | 3d4.(a 3F).4p          | 2G*   |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          393.134   |   150 |           |      |                                 |                      |       |                        |       |    |
          393.401   |   260 | 6.2e+07   | C    |    1.080616    -     4.231323   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          393.514   |   150 |           |      |                                 |                      |       |                        |       |    |
          393.628   |   100 | 9.6e+06   | C    |    1.063602    -     4.212496   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          394.366   |   150 | 7.7e+06   | C    |    1.080616    -     4.223611   | 3d4.(5D).4s          | a 4D  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          395.023   |   100 |           |      |                                 |                      |       |                        |       |    |
          399.057   |   540 |           |      |                                 |                      |       |                        |       |    |
          399.280   |   260 | 1.2e+08   | C    |    1.859879    -     4.964202   | 3d4.(3H).4s          | a 4H  | 3d4.(3H).4p            | u 4G* |    |
          399.873   |   430 | 1.0e+08   | C    |    1.867569    -     4.967289   | 3d4.(3H).4s          | a 4H  | 3d4.(3H).4p            | u 4G* |    |
          403.183   |   120 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          404.264   |   120 |           |      |                                 |                      |       |                        |       |    |
          405.096   |   360 | 1.4e+08   | C    |    2.130306    -     5.190060   | 3d4.(3G).4s          | a 4G  | 3d4.(3G).4p            | *     |    |
          405.135   |   360 | 1.3e+08   | C    |    2.137745    -     5.197202   | 3d4.(3G).4s          | a 4G  | 3d4.(3G).4p            | t 4G* |    |
          405.707   |   280 |           |      |                                 |                      |       |                        |       |    |
          405.782   |   130 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          406.393   |   230 |           |      |                                 |                      |       |                        |       |    |
          407.154   |   230 |           |      |                                 |                      |       |                        |       |    |
          409.058   |  1100 | 8.5e+07   | C    |    1.080616    -     4.110733   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          409.241   |   180 | 1.4e+07   | C    |    1.194839    -     4.223611   | 3d3.4s2              | a 4P  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          409.269   |  1800 | 2.30e+07  | B    |    0.286572    -     3.315129   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          409.350   |   120 | 1.9e+07   | C    |    1.183383    -     4.211350   | 3d3.4s2              | a 4P  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          409.549   |   890 | 7.2e+07   | C    |    1.063602    -     4.090095   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          409.980   |  2800 | 4.10e+07  | B    |    0.275259    -     3.298575   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
          410.216   |   590 | 7.1e+07   | C    |    1.050919    -     4.072486   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          410.440   |   230 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          410.478   |   260 | 2.1e+08   | C    |    1.955327    -     4.974975   | 3d4.(3F2).4s         | b 4F  | 3d4.(a 3F).4p          | s 4D* |    |
          410.517   |  2800 | 4.9e+07   | C    |    0.266964    -     3.286316   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
          410.822   |   120 |           |      |                                 |                      |       |                        |       |    |
          410.979   |  2300 | 5.00e+07  | B    |    0.261889    -     3.277849   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
          411.178   |  8900 | 1.01e+08  | B    |    0.300634    -     3.315129   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          411.233   |   120 |           |      |                                 |                      |       |                        |       |    |
          411.352   |   230 | 1.7e+07   | C    |    1.218096    -     4.231323   | 3d3.4s2              | a 4P  | 3d3.(4P).4s.4p.(3P*)   | w 4D* |    |
          411.518   |  4300 | 5.80e+07  | B    |    0.286572    -     3.298575   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
          411.647   |  1800 | 3.2e+07   | C    |    0.275259    -     3.286316   | 3d4.(5D).4s          | a 6D  | 3d4.(5D).4p            | y 6D* |    |
          411.818   |   180 |           |      |                                 |                      |       |                        |       |    |
                    |       |           |      |                                 |                      |       |                        |       |    |
          411.864   |   180 | 1.1e+07   | C    |    1.080616    -     4.090095   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          411.946   |   230 | 1.6e+07   | C    |    1.063602    -     4.072486   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
          412.054   |   180 | 1.6e+07   | C    |    1.050919    -     4.059011   | 3d4.(5D).4s          | a 4D  | 3d3.(4F).4s.4p.(1P*)   | w 4F* |    |
