
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
             140.4534   |       800 | 2.0e+09   |      |     6.2680912    -     15.0955391   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,1P<1>)*        |    |
             140.6940   |        50 | 1.8e+08   |      |    10.4410070    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             141.4420   |     45000 | 1.8e+09   |      |     4.4032520    -     13.1689884   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,1P<1>)*        |    |
             141.7005   |     15000 | 1.1e+09   |      |     4.4032520    -     13.1529887   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<5/2>,1P<1>)*        |    |
             141.9393   |       150 | 7.3e+08   |      |    10.5183407    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
             142.9992   |       150 | 8.5e+07   |      |     6.3834588    -     15.0537424   | 5d10.6p   | 2P*                    | 5d10.8s   | 2S                      |    |
             144.6961   |        80 | 1.6e+08   |      |    10.6847690    -     19.2533690   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             145.9482   |        20 | 1.1e+08   |      |     9.8821926    -     18.3772437   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<2>,3/2]  |    |
             147.4029   |        40 | 2.1e+08   |      |    10.4410070    -     18.8522431   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<1>)         |    |
             147.7776   |      3500 | 3.8e+08   |      |     4.4032520    -     12.7931693   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<1>)*        |    |
             148.6563   |         5 | 8.9e+07   |      |    11.2998584    -     19.6401683   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             149.1545   |        40 | 3.5e+08   |      |    11.6660241    -     19.978503    | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6s.6d | [(2D<3/2>,1/2)<1>,3/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             149.6997   |       150 | 4.0e+08   |      |     9.8821926    -     18.1643884   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             149.7767   |       25w | 1.2e+09   |      |    11.2998584    -     19.577788    | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             150.9135   |        35 | 7.2e+07   |      |     9.8821926    -     18.0977613   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             151.1622   |       250 | 9.3e+08   |      |     9.8821926    -     18.0842469   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
             152.7501   |       125 | 3.0e+08   |      |     9.8821926    -     17.9989787   | 5d9.6s.6p | (2D<5/2>,3P<0>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             153.0298   |       800 | 6.0e+06   |      |     4.4032520    -     12.5052154   | 5d9.6s2   | 2D                     | 5d9.6s.6p | (2D<3/2>,3P<1>)*        |    |
