
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |           Upper level           |Type|
             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|---------------------------------|    |
              Air (nm)  |        |           |      |                                     | Conf.                | Term  | Conf.                | Term     |    |
            242.4255    |    15+ | 1.7e+07   | C    |    0.0479663     -     5.1607452    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
            242.6562    |     00 |           |      |    0.0479663     -     5.1558713    | 3d2.4s2              | a 3F  | 3d3.(2G).4p          | v 1F*    |    |
            242.8214    |     10 | 7.7e+06   | C    |    0.000         -     5.1044300    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | 3G*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            242.8355    |      8 |           |      |    0.02109378    -     5.1252273    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
            243.1783    |      4 |           |      |    0.8995493     -     5.9964862    | 3d2.4s2              | a 1D  | 3d3.(2F).4p          | u 1F*    |    |
            243.3218    |     11 |           |      |    0.02109378    -     5.1150275    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | 3G*      |    |
            243.4080    |      8 |           |      |    0.0479663     -     5.1400919    | 3d2.4s2              | a 3F  | 3d.4s2.4p            | s 3F*    |    |
            243.8290    |      6 |           |      |    0.02109378    -     5.1044300    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | 3G*      |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            244.0980    |     12 | 7.2e+06   | C    |    0.0479663     -     5.1256978    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | 3G*      |    |
            244.6122    |      7 |           |      |    0.0479663     -     5.1150275    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | 3G*      |    |
            244.7585    |     00 |           |      |    0.000         -     5.0640291    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
            245.7826    |      5 |           |      |    0.02109378    -     5.0640291    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
            245.8037    |      4 |           |      |    0.000         -     5.0425002    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            245.9089    |      3 |           |      |    0.0479663     -     5.0882952    | 3d2.4s2              | a 3F  | 3d3.(2H).4p          | y 1H*    |    |
            245.9652    |      8 |           |      |    1.0460073     -     6.0851847    | 3d2.4s2              | a 3P  | 3d2.4s.(2F).5p       | 3D*      |    |
            246.1879    |      4 |           |      |    1.0529261     -     6.0875573    | 3d2.4s2              | a 3P  | 3d2.4s.(2F).5p       | 3D*      |    |
            246.3045    |      4 |           |      |    1.0529261     -     6.0851847    | 3d2.4s2              | a 3P  | 3d2.4s.(2F).5p       | 3D*      |    |
            246.4979    |      6 |           |      |    0.000         -     5.0283047    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
                        |        |           |      |                                     |                      |       |                      |          |    |
            246.5467    |      5 |           |      |    1.06655469    -     6.0938639    | 3d2.4s2              | a 3P  | 3d2.4s.(2F).5p       | 3D*      |    |
            246.8366    |      6 |           |      |    0.02109378    -     5.0425002    | 3d2.4s2              | a 3F  | 3d3.(4P).4p          | r 3D*    |    |
            246.8564    |      2 |           |      |    1.06655469    -     6.0875573    | 3d2.4s2              | a 3P  | 3d2.4s.(2F).5p       | 3D*      |    |
