
------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |  Lower level  |     Upper level      |Type|
          |         Wavelength |   Int. |    s^-1   |      |        (eV)         (eV)        |---------------|----------------------|    |
          |          Vac (nm)  |        |           |      |                                 | Conf.  | Term | Conf.         | Term |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           307.760  |   7500 | 1.24e+08  |      |    1.541783    -     5.569206   | 5d.6s  | 3D   | 5d.6p         | 3F*  |    |
Lu I      |           308.011  |    390 |           |      |                                 |        |      |               |      |    |
Lu I      |           308.147  |  5100w | 2.62e+08  |      |    0.247215    -     4.269580   | 5d.6s2 | 2D   | 5d.6s.(3D).6p | 2P*  |    |
Lu I      |           311.843  |   3000 | 2.03e+08  |      |    0.00000     -     3.974698   | 5d.6s2 | 2D   | 5d.6s.(3D).6p | 2P*  |    |
Lu I      |           317.136  |   2400 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           318.373  |    100 |           |      |                                 |        |      |               |      |    |
Lu II     |           319.180  |    260 |           |      |                                 |        |      |               |      |    |
Lu II     |           319.812  |   1400 |           |      |                                 |        |      |               |      |    |
Lu II     |           325.431  |   4800 | 6.0e+07   |      |    1.760461    -     5.569206   | 5d.6s  | 3D   | 5d.6p         | 3F*  |    |
Lu I      |           327.897  |   3800 | 1.00e+08  |      |    0.00000     -     3.780107   | 5d.6s2 | 2D   | 6s2.7p        | 2P*  |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           328.174  |   7600 | 3.05e+08  |      |    0.247215    -     4.024118   | 5d.6s2 | 2D   | 5d.6s.(1D).6p | 2D*  |    |
Lu I      |           331.211  |   6200 | 1.85e+08  |      |    0.00000     -     3.742283   | 5d.6s2 | 2D   | 5d.6s.(3D).6p | 2F*  |    |
Lu I      |           335.956  |   7600 | 2.44e+08  |      |    0.247215    -     3.936643   | 5d.6s2 | 2D   | 5d.6s.(3D).6p | 2F*  |    |
Lu I      |           337.650  |   6200 | 1.68e+08  |      |    0.00000     -     3.670925   | 5d.6s2 | 2D   | 5d.6s.(1D).6p | 2D*  |    |
Lu I      |           338.550  |    950 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           339.155  |   160w |           |      |                                 |        |      |               |      |    |
Lu I      |           339.682  |   1400 |           |      |                                 |        |      |               |      |    |
Lu II     |           339.707  |   4100 |           |      |    1.462547    -     5.111243   | 5d.6s  | 3D   | 5d.6p         | 3F*  |    |
Lu II     |           347.248  |   4800 |           |      |    1.541783    -     5.111243   | 5d.6s  | 3D   | 5d.6p         | 3F*  |    |
Lu II     |           350.739  |  8300c | 1.25e+07  |      |    0.00000     -     3.533941   | 6s2    | 1S   | 6s.6p         | 3P*  |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           350.842  |   1600 |           |      |                                 |        |      |               |      |    |
Lu II     |           355.443  |   4800 |           |      |    2.148966    -     5.636143   | 5d.6s  | 1D   | 5d.6p         | 1D*  |    |
Lu I      |           356.784  |   4800 | 6.9e+07   |      |    0.00000     -     3.474051   | 5d.6s2 | 2D   | 5d.6s.(1D).6p | 2F*  |    |
Lu I      |           359.634  |    340 |           |      |                                 |        |      |               |      |    |
Lu I      |           362.031  |    170 | 1.1e+06   |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu II     |           362.399  |    800 |           |      |                                 |        |      |               |      |    |
Lu I      |           363.625  |    680 |           |      |                                 |        |      |               |      |    |
Lu I      |           364.777  |   2600 | 9.2e+07   |      |    0.512815    -     3.910739   | 6s2.6p | 2P*  | 6s2.6d        | 2D   |    |
Lu I      |           368.432  |     60 |           |      |                                 |        |      |               |      |    |
Lu I      |           371.095  |     60 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           375.670  |    110 |           |      |                                 |        |      |               |      |    |
Lu I      |           375.679  |    110 |           |      |                                 |        |      |               |      |    |
Lu I      |           378.618  |    30w |           |      |                                 |        |      |               |      |    |
Lu I      |           380.067  |    150 |           |      |                                 |        |      |               |      |    |
Lu I      |           382.907  |    75w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           384.118  |   2700 | 2.65e+07  |      |    0.247215    -     3.474051   | 5d.6s2 | 2D   | 5d.6s.(1D).6p | 2F*  |    |
Lu I      |           384.361  |     75 |           |      |                                 |        |      |               |      |    |
Lu I      |           385.329  |     95 |           |      |                                 |        |      |               |      |    |
Lu I      |           387.461  |     40 |           |      |                                 |        |      |               |      |    |
Lu II     |           387.665  |    530 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           391.177  |     29 |           |      |                                 |        |      |               |      |    |
Lu I      |           391.886  |     50 |           |      |                                 |        |      |               |      |    |
Lu I      |           392.662  |    35w |           |      |                                 |        |      |               |      |    |
Lu I      |           396.846  |    480 |           |      |                                 |        |      |               |      |    |
Lu I      |           399.138  |     50 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           405.445  |    670 |           |      |                                 |        |      |               |      |    |
Lu I      |           410.744  |    35w |           |      |                                 |        |      |               |      |    |
Lu I      |           411.267  |    95w |           |      |                                 |        |      |               |      |    |
Lu I      |           412.249  |    310 |           |      |                                 |        |      |               |      |    |
Lu I      |           412.473  |   3100 | 8.9e+07   |      |    0.926954    -     3.931985   | 6s2.6p | 2P*  | 6s2.6d        | 2D   |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           413.179  |   150c |           |      |                                 |        |      |               |      |    |
Lu I      |           415.408  |    460 |           |      |                                 |        |      |               |      |    |
Lu I      |           415.898  |     24 |           |      |                                 |        |      |               |      |    |
Lu II     |           418.425  |   1600 |           |      |                                 |        |      |               |      |    |
Lu III    |           425.144  |    200 |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu III    |           427.191  |    300 |           |      |                                 |        |      |               |      |    |
Lu I      |           427.750  |    150 |           |      |                                 |        |      |               |      |    |
Lu I      |           428.103  |    250 |           |      |                                 |        |      |               |      |    |
Lu I      |           429.597  |  330bl |           |      |                                 |        |      |               |      |    |
Lu I      |           429.609  |        |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           430.957  |    150 |           |      |                                 |        |      |               |      |    |
Lu I      |           433.272  |     75 |           |      |                                 |        |      |               |      |    |
Lu II     |           434.198  |     29 |           |      |                                 |        |      |               |      |    |
Lu I      |           442.096  |    65w |           |      |                                 |        |      |               |      |    |
Lu I      |           443.048  |   190c |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           443.879  |     35 |           |      |                                 |        |      |               |      |    |
Lu I      |           445.081  |    190 |           |      |                                 |        |      |               |      |    |
Lu I      |           447.155  |    50w |           |      |                                 |        |      |               |      |    |
Lu III    |           449.000  |    200 |           |      |                                 |        |      |               |      |    |
Lu I      |           449.885  |    60w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           451.857  |   3300 | 2.26e+07  |      |    0.00000     -     2.743121   | 5d.6s2 | 2D   | 5d.6s.(3D).6p | 2D*  |    |
Lu I      |           460.539  |    85c |           |      |                                 |        |      |               |      |    |
Lu I      |           464.547  |    95w |           |      |                                 |        |      |               |      |    |
Lu I      |           464.821  |   100w |           |      |                                 |        |      |               |      |    |
Lu I      |           464.885  |    95w |           |      |                                 |        |      |               |      |    |
          |                    |        |           |      |                                 |        |      |               |      |    |
Lu I      |           465.802  |   1000 |           |      |                                 |        |      |               |      |    |
Lu I      |           465.903  |    85w |           |      |                                 |        |      |               |      |    |
Lu I      |           471.670  |     30 |           |      |                                 |        |      |               |      |    |
Lu I      |           472.620  |    65w |           |      |                                 |        |      |               |      |    |
Lu II     |           478.542  |    150 |           |      |                                 |        |      |               |      |    |
