
-----------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |       Lower level       |       Upper level       |Type|
           Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------------|-------------------------|    |
            Vac (nm)  |       |           |      |                                   | Conf.            | Term | Conf.            | Term |    |
            138.0217  |    16 |           |      |    33.009480    -     41.992434   | 4s2.4p3.(2P*).4d | 1F*  | 4s2.4p3.(2D*).5p | 1F   |    |
            138.0478  |    20 |           |      |    38.948789    -     47.930045   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            138.0732  |    18 |           |      |    38.948789    -     47.928381   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            138.6879  |     4 |           |      |    35.391293    -     44.331089   | 4s2.4p3.(2D*).4d | 1D*  | 4s2.4p3.(2P*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            138.6962  |    12 |           |      |    47.962934    -     56.902222   | 4s2.4p3.(4S*).5d | 5D*  | 4s2.4p3.(4S*).5f | 5F   |    |
            139.0086  |    24 |           |      |    39.654452    -     48.573637   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(4S*).5d | 3D*  |    |
            139.1397  |   14p |           |      |    42.145969    -     51.056708   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3D*  |    |
            139.2309  |     1 |           |      |    30.749553    -     39.654452   | 4s2.4p3.(2P*).4d | 3P*  | 4s2.4p3.(4S*).5p | 3P   |    |
            139.3457  |    18 |           |      |    41.455959    -     50.353590   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            139.4073  |     4 |           |      |    47.930045    -     56.823725   | 4s2.4p3.(4S*).5d | 5D*  | 4s2.4p3.(4S*).5f | 5F   |    |
            139.5215  |    20 |           |      |    41.992434    -     50.878816   | 4s2.4p3.(2D*).5p | 1F   | 4s2.4p3.(2D*).5d | 3F*  |    |
            139.6294  |   18p |           |      |    39.828564    -     48.707995   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(4S*).5d | 3D*  |    |
            139.6356  |   18p |           |      |    41.735964    -     50.615032   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3G*  |    |
            139.9161  |    10 |           |      |    44.942630    -     53.803956   | 4s2.4p3.(2P*).5p | 1D   | 4s2.4p3.(2P*).5d | 1D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            139.9558  |    16 |           |      |    30.795604    -     39.654452   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(4S*).5p | 3P   |    |
            140.0939  |    12 |           |      |    42.206625    -     51.056708   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3D*  |    |
            140.1116  |     8 |           |      |    47.935660    -     56.784624   | 4s2.4p3.(4S*).5d | 5D*  | 4s2.4p3.(4S*).5f | 5F   |    |
            140.1414  |     4 |           |      |    41.735964    -     50.583030   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
            140.1712  |     8 |           |      |    33.147302    -     41.992434   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 1F   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            140.4047  |    20 |           |      |    42.145969    -     50.976453   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 1G*  |    |
            140.4658  |  20bl |           |      |    42.598893    -     51.425555   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).5d | 3S*  |    |
            140.5019  |    18 |           |      |    44.942630    -     53.767029   | 4s2.4p3.(2P*).5p | 1D   | 4s2.4p3.(2P*).5d | 1F*  |    |
            140.7120  |    18 |           |      |    39.878376    -     48.689561   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(4S*).5d | 3D*  |    |
            141.0405  |     4 |           |      |    44.331089    -     53.121761   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2P*).5d | 3D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            141.2259  |     1 |           |      |    36.163512    -     44.942630   | 4s2.4p3.(2D*).4d | 1F*  | 4s2.4p3.(2P*).5p | 1D   |    |
            141.2958  |    24 |           |      |    42.206625    -     50.98142    | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3G*  |    |
            141.3882  |    30 |           |      |    39.193871    -     47.962934   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            141.4101  |    18 |           |      |    44.942630    -     53.710302   | 4s2.4p3.(2P*).5p | 1D   | 4s2.4p3.(2P*).5d | 3D*  |    |
            141.5274  |  18bl |           |      |    41.735964    -     50.496582   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3G*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            141.5402  |    20 |           |      |    36.182998    -     44.942630   | 4s2.4p3.(2D*).5s | 3D*  | 4s2.4p3.(2P*).5p | 1D   |    |
            141.5616  |     4 |           |      |    44.208651    -     52.966946   | 4s2.4p3.(2P*).5p | 3D   | 4s2.4p3.(2P*).5d | 3D*  |    |
            141.5902  |    16 |           |      |    45.047455    -     53.803956   | 4s2.4p3.(2P*).5p | 1P   | 4s2.4p3.(2P*).5d | 1D*  |    |
            141.6687  |    18 |           |      |    41.744857    -     50.496582   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3G*  |    |
            141.6687  |    18 |           |      |    42.145969    -     50.897603   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3D*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            141.7759  |    18 |           |      |    39.828564    -     48.573637   | 4s2.4p3.(4S*).5p | 3P   | 4s2.4p3.(4S*).5d | 3D*  |    |
            141.8292  |    20 |           |      |    39.193871    -     47.935660   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            141.9204  |    16 |           |      |    39.193871    -     47.930045   | 4s2.4p3.(4S*).5p | 5P   | 4s2.4p3.(4S*).5d | 5D*  |    |
            141.9752  |  20bl |           |      |    42.145969    -     50.878816   | 4s2.4p3.(2D*).5p | 3D   | 4s2.4p3.(2D*).5d | 3F*  |    |
            142.0609  |   14p |           |      |    34.089670    -     42.817224   | 4s2.4p3.(4S*).5s | 3S*  | 4s2.4p3.(2D*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            142.0852  |    14 |           |      |    44.395718    -     53.121761   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2P*).5d | 3D*  |    |
            142.5515  |     1 |           |      |    30.199636    -     38.897181   | 4s2.4p3.(2P*).4d | 3D*  | 4s2.4p3.(4S*).5p | 5P   |    |
            142.6519  |   10p |           |      |    33.147302    -     41.838999   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 1P   |    |
            142.9677  |    20 |           |      |    42.206625    -     50.878816   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
            143.0225  |     8 |           |      |    34.148397    -     42.817224   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            143.1520  |       |           |      |    34.156173    -     42.817224   | 4s2.4p3.(2D*).4d | 1P*  | 4s2.4p3.(2D*).5p | 3P   |    |
            143.5487  |    14 |           |      |    44.331089    -     52.968162   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2D*).6s | 1D*  |    |
            143.5693  |    14 |           |      |    44.331089    -     52.966946   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2P*).5d | 3D*  |    |
            143.7898  |    18 |           |      |    41.992434    -     50.615032   | 4s2.4p3.(2D*).5p | 1F   | 4s2.4p3.(2D*).5d | 3G*  |    |
            143.8721  |     1 |           |      |    41.735964    -     50.353590   | 4s2.4p3.(2D*).5p | 3F   | 4s2.4p3.(2D*).5d | 3F*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            144.0412  |    18 |           |      |    42.598893    -     51.206433   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).5d | 3P*  |    |
            144.2090  |    10 |           |      |    33.147302    -     41.744857   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3D   |    |
            144.3581  |    16 |           |      |    33.147302    -     41.735964   | 4s2.4p3.(2D*).4d | 3P*  | 4s2.4p3.(2D*).5p | 3F   |    |
            144.5374  |     4 |           |      |    32.877982    -     41.455959   | 4s2.4p3.(2D*).4d | 3S*  | 4s2.4p3.(2D*).5p | 3F   |    |
            144.5540  |     2 |           |      |    31.077450    -     39.654452   | 4s2.4p3.(2P*).4d | 3F*  | 4s2.4p3.(4S*).5p | 3P   |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            144.7667  |    12 |           |      |    37.948511    -     46.512938   | 4s2.4p3.(2P*).4d | 1P*  | 4s2.4p3.(2P*).5p | 1S   |    |
            144.7776  |     4 |           |      |    45.240164    -     53.803956   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2P*).5d | 1D*  |    |
            145.0980  |    14 |           |      |    33.661732    -     42.206625   | 4s2.4p3.(4S*).4d | 3D*  | 4s2.4p3.(2D*).5p | 3F   |    |
            145.1307  |     4 |           |      |    42.598893    -     51.141788   | 4s2.4p3.(2D*).5p | 3P   | 4s2.4p3.(2D*).5d | 1P*  |    |
            145.4041  |    18 |           |      |    45.240164    -     53.767029   | 4s2.4p3.(2P*).5p | 3P   | 4s2.4p3.(2P*).5d | 1F*  |    |
                      |       |           |      |                                   |                  |      |                  |      |    |
            145.6140  |    16 |           |      |    41.838999    -     50.353590   | 4s2.4p3.(2D*).5p | 1P   | 4s2.4p3.(2D*).5d | 3F*  |    |
