
-----------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |      Lower level       |      Upper level       |Type|
          |            Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |------------------------|------------------------|    |
          |             Vac (nm)  |       |           |      |                                     | Conf.           | Term | Conf.           | Term |    |
P III     |             405.7440  |   200 | 1.0e+07   | D    |    14.490598     -     17.545453    | 3s2.3d          | 2D   | 3s2.4p          | 2P*  |    |
P III     |             405.9312  |   400 | 9.0e+07   | D    |    14.492000     -     17.545453    | 3s2.3d          | 2D   | 3s2.4p          | 2P*  |    |
P III     |             408.0084  |   300 | 9.9e+07   | D    |    14.490598     -     17.528502    | 3s2.3d          | 2D   | 3s2.4p          | 2P*  |    |
P V       |             408.318   |   150 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P V       |             409.495   |   110 |           |      |                                     |                 |      |                 |      |    |
P II      |             417.848   |   100 |           |      |                                     |                 |      |                 |      |    |
P III     |             422.2195  |   500 | 1.5e+08   | D    |    14.609795     -     17.545453    | 3s2.4s          | 2S   | 3s2.4p          | 2P*  |    |
P III     |             424.6720  |   350 | 1.4e+08   | D    |    14.609795     -     17.528502    | 3s2.4s          | 2S   | 3s2.4p          | 2P*  |    |
P IV      |             424.9656  |   300 | 8.4e+07   | C    |    29.012048     -     31.928739    | 3s.4s           | 1S   | 3s.4p           | 1P*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             428.860   |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             438.535   |   200 | 4.0e+07   | D    |    12.601219     -     15.427633    | 3s2.3p.4p       | 1P   | 3s2.3p.5s       | 1P*  |    |
P II      |             442.071   |   400 | 1.6e+08   | D    |    11.021354     -     13.825187    | 3s2.3p.4s       | 1P*  | 3s2.3p.4p       | 1S   |    |
P III     |             442.8171  |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             445.246   |   100 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             446.300   |   150 |           |      |                                     |                 |      |                 |      |    |
P III     |             446.3668  |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             446.798   |   120 |           |      |                                     |                 |      |                 |      |    |
P II      |             447.526   |   200 | 1.3e+08   | D    |    13.086491     -     15.856143    | 3s2.3p.4p       | 3P   | 3s2.3p.4d       | 3D*  |    |
P III     |             447.9776  |   250 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             449.924   |   200 | 1.4e+08   | D    |    13.380737     -     16.135640    | 3s2.3p.4p       | 1D   | 3s2.3p.4d       | 1F*  |    |
P II      |             453.081   |   120 | 1.8e+07   | D    |    13.055829     -     15.791523    | 3s2.3p.4p       | 3P   | 3s2.3p.4d       | 3P*  |    |
P IV      |             454.0288  |   250 |           |      |                                     |                 |      |                 |      |    |
P IV      |             454.1112  |   250 |           |      |                                     |                 |      |                 |      |    |
P IV      |             454.8056  |   150 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P IV      |             454.8449  |   200 |           |      |                                     |                 |      |                 |      |    |
P II      |             455.483   |   120 |           |      |                                     |                 |      |                 |      |    |
P II      |             455.807   |   120 | 9.7e+07   | D    |    13.142479     -     15.861805    | 3s2.3p.4p       | 3S   | 3s2.3p.4d       | 3P*  |    |
P II      |             458.171   |   120 |           |      |                                     |                 |      |                 |      |    |
P II      |             458.804   |   500 | 1.7e+08   | D    |    12.812420     -     15.514002    | 3s2.3p.4p       | 3D   | 3s2.3p.4d       | 3F*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             458.986   |   500 | 1.6e+08   | D    |    12.790905     -     15.491419    | 3s2.3p.4p       | 3D   | 3s2.3p.4d       | 3F*  |    |
P II      |             460.208   |   600 | 1.9e+08   | D    |    12.853176     -     15.546518    | 3s2.3p.4p       | 3D   | 3s2.3p.4d       | 3F*  |    |
P II      |             462.670   |   300 | 3.0e+07   | D    |    12.812420     -     15.491419    | 3s2.3p.4p       | 3D   | 3s2.3p.4d       | 3F*  |    |
P II      |             465.831   |   300 | 2.1e+07   | D    |    12.853176     -     15.514002    | 3s2.3p.4p       | 3D   | 3s2.3p.4d       | 3F*  |    |
P II      |             486.442   |   200 | 1.1e+07   | D    |    12.812420     -     15.360502    | 3s2.3p.4p       | 3D   | 3s2.3p.5s       | 3P*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             492.720   |   150 | 1.9e+07   | D    |    12.790905     -     15.306526    | 3s2.3p.4p       | 3D   | 3s2.3p.5s       | 3P*  |    |
P II      |             494.353   |   500 | 6.3e+07   | D    |    12.853176     -     15.360502    | 3s2.3p.4p       | 3D   | 3s2.3p.5s       | 3P*  |    |
P II      |             495.439   |   300 | 7.8e+07   | D    |    12.790905     -     15.292730    | 3s2.3p.4p       | 3D   | 3s2.3p.5s       | 3P*  |    |
P II      |             496.971   |   300 | 5.8e+07   | D    |    12.812420     -     15.306526    | 3s2.3p.4p       | 3D   | 3s2.3p.5s       | 3P*  |    |
P I       |             507.9381  |   100 | 2.9e+06   | E    |     6.9852268    -      9.4254769   | 3s2.3p2.(3P).4s | 4P   | 3s2.3p2.(3P).5p | 4S*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P I       |             509.8221  |   100 | 2.9e+06   | E    |     6.9543510    -      9.3855825   | 3s2.3p2.(3P).4s | 4P   | 3s2.3p2.(3P).5p | 4P*  |    |
P I       |             510.0974  |   100 | 4.6e+05   | E    |     6.9543510    -      9.3842745   | 3s2.3p2.(3P).4s | 4P   | 3s2.3p2.(3P).5p | 4P*  |    |
P I       |             510.9628  |   140 | 3.4e+06   | E    |     6.9852268    -      9.4110341   | 3s2.3p2.(3P).4s | 4P   | 3s2.3p2.(3P).5p | 4P*  |    |
P I       |             515.4844  |   140 | 1.5e+06   | E    |     6.9543510    -      9.3588797   | 3s2.3p2.(3P).4s | 4P   | 3s2.3p2.(3P).5p | 4D*  |    |
P V       |             515.672   |   110 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P I       |             516.2290  |   180 |           |      |                                     |                 |      |                 |      |    |
P II      |             519.141   |   150 | 3.5e+07   | D    |    10.754880     -     13.142479    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3S   |    |
P IV      |             523.5499  |   150 |           |      |                                     |                 |      |                 |      |    |
P II      |             525.352   |   300 | 1.0e+08   | D    |    11.021354     -     13.380737    | 3s2.3p.4s       | 1P*  | 3s2.3p.4p       | 1D   |    |
P I       |             529.3539  |   140 | 5.8e+06   | E    |     7.1757803    -      9.5173092   | 3s2.3p2.(3P).4s | 2P   | 3s2.3p2.(3P).5p | 2P*  |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             529.613   |   400 | 5.5e+07   | D    |    10.802073     -     13.142479    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3S   |    |
P II      |             531.607   |   250 | 2.4e+07   | D    |    10.754880     -     13.086491    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3P   |    |
P II      |             534.475   |   300 | 3.2e+07   | D    |    10.736727     -     13.055829    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3P   |    |
P I       |             534.5851  |   180 | 7.3e+06   | E    |     7.2127018    -      9.5313158   | 3s2.3p2.(3P).4s | 2P   | 3s2.3p2.(3P).5p | 2P*  |    |
P I       |             536.4631  |   100 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             537.820   |   250 | 1.1e+07   | D    |    13.055829     -     15.360502    | 3s2.3p.4p       | 3P   | 3s2.3p.5s       | 3P*  |    |
P II      |             538.688   |   300 | 2.3e+07   | D    |    10.754880     -     13.055829    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3P   |    |
P II      |             540.972   |   200 | 9.3e+07   | D    |    10.754880     -     13.046120    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3P   |    |
P II      |             542.591   |   400 | 6.9e+07   | D    |    10.802073     -     13.086491    | 3s2.3p.4s       | 3P*  | 3s2.3p.4p       | 3P   |    |
P I       |             542.8094  |   100 |           |      |                                     |                 |      |                 |      |    |
          |                       |       |           |      |                                     |                 |      |                 |      |    |
P II      |             545.074   |   400 | 3.3e+07   | D    |    13.086491     -     15.360502    | 3s2.3p.4p       | 3P   | 3s2.3p.5s       | 3P*  |    |
P I       |             545.8305  |   140 | 3.8e+06   | E    |     7.1757803    -      9.4466283   | 3s2.3p2.(3P).4s | 2P   | 3s2.3p2.(3P).5p | 2D*  |    |
P II      |             546.120   |   125 |           |      |                                     |                 |      |                 |      |    |
P I       |             547.7672  |   180 | 5.7e+06   | E    |     7.2127018    -      9.4755197   | 3s2.3p2.(3P).4s | 2P   | 3s2.3p2.(3P).5p | 2D*  |    |
