
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |          Upper level          |   Type|
          |             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|-------------------------------|       |
          |              Vac (nm)  |        |           |      |                                     | Conf.              | Term    | Conf.              | Term     |       |
Rb II     |             149.0787   |      3 |           |      |    17.4334232    -     25.750118    | 4p5.(2P*<1/2>).5s  | 2[1/2]* | 4p5.(2P*<3/2>).6f  | 2[5/2]   |       |
Rb IV     |             149.1392   |     20 |           |      |    26.370735     -     34.684041    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             149.1637   |     10 |           |      |    17.8482525    -     26.160200    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).7f  | 2[5/2]   |       |
Rb IV     |             149.3591   |     20 |           |      |    24.251528     -     32.552595    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3D       |       |
Rb II     |             149.4258   |      5 |           |      |    17.4334232    -     25.730795    | 4p5.(2P*<1/2>).5s  | 2[1/2]* | 4p5.(2P*<3/2>).6f  | 2[3/2]   |       |
Rb IV     |             149.5151   |      6 |           |      |    24.251528     -     32.543960    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3F       |       |
Rb IV     |             149.7853   |      4 |           |      |    32.016405     -     40.293840    | 4s2.4p3.(2D).5p    | 3D      | 4s2.4p3.(2D).5d    | 1D*      |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             150.5535   |     18 |           |      |    22.500758     -     30.735962    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
Rb II     |             150.7262   |      1 |           |      |    18.4348022    -     26.660591    | 4p5.4d             | 3F*     | 4p5.(2P*<1/2>).6f  | 2[7/2]   |       |
Rb IV     |             150.8618   |     12 |           |      |    26.465656     -     34.684041    | 4s2.4p3.(2P).4d    | 3F*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb II     |             150.8693   |     10 |           |      |    18.2049206    -     26.422906    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).8f  | 2[9/2]   |       |
Rb IV     |             151.0483   |     20 |           |      |    24.335720     -     32.543960    | 4s2.4p3.(2D).4d    | 3G*     | 4s2.4p3.(2D).5p    | 3F       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             151.3707   |      5 |           |      |    16.5322515    -     24.723008    | 4p5.(2P*<3/2>).5s  | 2[3/2]* | 4p5.(2P*<1/2>).4f  | 2[5/2]   |       |
Rb II     |             151.6631   |      1 |           |      |    18.4348022    -     26.609778    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).9f  | 2[7/2]   |       |
Rb IV     |             151.9949   |     10 |           |      |    24.728109     -     32.885189    | 4s2.4p3.(2D).4d    | 1G*     | 4s2.4p3.(2D).5p    | 3F       |       |
Rb II     |             152.0739   |      3 |           |      |    18.0119423    -     26.164833    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).7f  | 2[7/2]   |       |
Rb IV     |             152.1868   |      8 |           |      |    32.016405     -     40.163267    | 4s2.4p3.(2D).5p    | 3D      | 4s2.4p5.(2D).6s    | 3D*      |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             152.2660   |     50 |           |      |    18.0119423    -     26.154542    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).7f  | 2[9/2]   |       |
Rb IV     |             152.4842   |     20 |           |      |    22.500758     -     30.631675    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
