
---------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |   Rel. |    Aki    | Acc. |         Ei           Ek         |           Lower level            |           Upper level            |Type|
           411.054   |    550 | 5.5e+06   | D    |    1.049007    -     4.064414   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2F* |    |
           411.877   |   2800 | 1.6e+07   | C    |    1.049007    -     4.058383   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2G* |    |
           412.132   |   4400 | 1.9e+07   | C    |    0.922741    -     3.930260   | 3p6.3d8.(3F).4s          | a 2F  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2G* |    |
           419.071   |     90 |           |      |                                 |                          |       |                          |       |    |
           446.956   |     90 |           |      |                                 |                          |       |                          |       |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           453.096   |    690 |           |      |                                 |                          |       |                          |       |    |
           454.966   |     90 |           |      |                                 |                          |       |                          |       |    |
           456.559   |    140 |           |      |                                 |                          |       |                          |       |    |
           458.160   |    190 |           |      |                                 |                          |       |                          |       |    |
           462.938   |    120 |           |      |                                 |                          |       |                          |       |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           466.341   |     85 |           |      |                                 |                          |       |                          |       |    |
           479.286   |    110 |           |      |                                 |                          |       |                          |       |    |
           484.027   |    100 |           |      |                                 |                          |       |                          |       |    |
           486.788   |    150 |           |      |                                 |                          |       |                          |       |    |
           514.674   |     35 | 1.5e+07   | B    |    3.567927    -     5.976236   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* | 3p6.3d7.4s.(5F).5s       | f 4F  |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           521.271   |     50 | 1.9e+07   | B    |    3.514439    -     5.892283   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* | 3p6.3d7.4s.(5F).5s       | f 4F  |    |
           523.022   |     50 | 8.8e+05   | C    |    1.740277    -     4.110160   | 3p6.3d7.4s2              | a 4P  | 3p6.3d8.(3F).4p          | y 4D* |    |
           523.521   |     45 | 1.4e+06   | C    |    2.136704    -     4.504328   | 3p6.3d7.4s2              | a 2G  | 3p6.3d8.(3F).4p          | y 2F* |    |
           524.793   |     50 | 1.0e+06   | D    |    1.785283    -     4.147170   | 3p6.3d7.4s2              | a 4P  | 3p6.3d8.(3F).4p          | y 4D* |    |
           526.6302  |     26 |           |      |                                 |                          |       |                          |       |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           526.649   |     45 | 1.7e+06   | C    |    2.041759    -     4.395309   | 3p6.3d7.4s2              | a 2G  | 3p6.3d8.(3F).4p          | y 2F* |    |
           526.8498  |     26 |           |      |                                 |                          |       |                          |       |    |
           528.065   |    45w | 2.8e+07   | D    |    3.628984    -     5.976236   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* | 3p6.3d7.4s.(5F).5s       | f 4F  |    |
           530.106   |     26 | 4.0e+05   | C    |    1.710426    -     4.048642   | 3p6.3d7.4s2              | a 4P  | 3p6.3d8.(3F).4p          | y 4D* |    |
           534.271   |     50 |           |      |                                 |                          |       |                          |       |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           534.3383  |     26 |           |      |                                 |                          |       |                          |       |    |
           535.205   |     50 | 2.7e+07   | B    |    3.576351    -     5.892283   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4G* | 3p6.3d7.4s.(5F).5s       | f 4F  |    |
           535.3500  |     26 |           |      |                                 |                          |       |                          |       |    |
           536.958   |     35 | 8.6e+05   | C+   |    1.740277    -     4.048642   | 3p6.3d7.4s2              | a 4P  | 3p6.3d8.(3F).4p          | y 4D* |    |
           548.334   |     45 | 9.0e+05   | C    |    1.710426    -     3.970904   | 3p6.3d7.4s2              | a 4P  | 3p6.3d8.(3F).4p          | y 4D* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           553.077   |     17 | 2.4e+05   | C+   |    1.710426    -     3.951519   | 3p6.3d7.4s2              | a 4P  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2F* |    |
           564.722   |     17 | 9.6e+05   | C    |    2.280016    -     4.474892   | 3p6.3d8.(3P).4s          | a 2P  | 3p6.3d8.(3F).4p          | y 2D* |    |
           599.188   |     17 | 4.4e+05   | C    |    2.080227    -     4.148862   | 3p6.3d8.(1D).4s          | a 2D  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2D* |    |
           608.244   |     17 | 5.4e+06   | B    |    3.514439    -     5.552276   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4F* | 3p6.3d8.(3F).5s          | e 4F  |    |
           628.263   |     17 | 1.9e+05   | C    |    1.740277    -     3.713173   | 3p6.3d7.4s2              | a 4P  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
                     |        |           |      |                                 |                          |       |                          |       |    |
           645.024   |     45 |           |      |                                 |                          |       |                          |       |    |
           645.500   |     21 | 9.0e+06   | B    |    3.632057    -     5.552276   | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* | 3p6.3d8.(3F).5s          | e 4F  |    |
           656.342   |     15 | 2.1e+05   | C    |    2.041759    -     3.930260   | 3p6.3d7.4s2              | a 2G  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2G* |    |
           663.244   |     15 | 2.5e+05   | C    |    2.280016    -     4.148862   | 3p6.3d8.(3P).4s          | a 2P  | 3p6.3d7.(4F).4s.4p.(3P*) | z 2D* |    |
           681.494   |     14 | 4.5e+05   | C    |    1.955732    -     3.774529   | 3p6.3d8.(3P).4s          | b 4P  | 3p6.3d7.(4F).4s.4p.(3P*) | z 4D* |    |
