
------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |    Lower level    |    Upper level     |Type|
          |            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------|--------------------|    |
          |             Vac (nm)  |       |           |      |                                   | Conf.      | Term | Conf.       | Term |    |
Cd III    |            190.998    |    25 |           |      |                                   |            |      |             |      |    |
Cd III    |            191.057    |    15 |           |      |                                   |            |      |             |      |    |
Cd II     |            192.223    |   300 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            193.959    |    10 |           |      |                                   |            |      |             |      |    |
Cd II     |            194.354    |   100 |           |      |                                   |            |      |             |      |    |
Cd II     |            196.554    |    40 |           |      |                                   |            |      |             |      |    |
Cd II     |            198.689    |    30 |           |      |                                   |            |      |             |      |    |
Cd III    |            198.881    |    15 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            199.543    |   200 |           |      |                                   |            |      |             |      |    |
------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |             Observed  |  Rel. |    Aki    | Acc. |          Ei           Ek          |    Lower level    |    Upper level     |Type|
          |            Wavelength |  Int. |    s^-1   |      |         (eV)         (eV)         |-------------------|--------------------|    |
          |             Air (nm)  |       |           |      |                                   | Conf.      | Term | Conf.       | Term |    |
------------------------------------------------------------------------------------------------------------------------------------------------
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            200.060    |    20 |           |      |                                   |            |      |             |      |    |
Cd III    |            200.407    |    15 |           |      |                                   |            |      |             |      |    |
Cd II     |            200.749    |   100 |           |      |                                   |            |      |             |      |    |
Cd III    |            201.612    |    15 |           |      |                                   |            |      |             |      |    |
Cd II     |            203.245    |    50 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            203.623    |    75 |           |      |                                   |            |      |             |      |    |
Cd III    |            203.983    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            204.561    |    50 |           |      |                                   |            |      |             |      |    |
Cd III    |            206.125    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            208.791    |    75 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            209.600    |   150 |           |      |                                   |            |      |             |      |    |
Cd III    |            209.745    |    10 |           |      |                                   |            |      |             |      |    |
Cd III    |            210.047    |     5 |           |      |                                   |            |      |             |      |    |
Cd III    |            211.160    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            214.441    | 1000r | 2.8e+08   |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            215.506    |    50 |           |      |                                   |            |      |             |      |    |
Cd II     |            218.779    |   100 |           |      |                                   |            |      |             |      |    |
Cd III    |            218.813    |     5 |           |      |                                   |            |      |             |      |    |
Cd II     |            219.456    |  1000 |           |      |                                   |            |      |             |      |    |
Cd III    |            221.843    |     5 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd III    |            222.443    |     5 |           |      |                                   |            |      |             |      |    |
Cd II     |            226.502    |  1000 | 3.0e+08   |      |                                   |            |      |             |      |    |
Cd I      |            228.80225  | 1500r | 5.3e+08   |      |    0.000000     -     5.4171650   | 4d10.5s2   | 1S   | 4d10.5s.5p  | 1P*  |    |
Cd II     |            231.277    |  1000 |           |      |                                   |            |      |             |      |    |
Cd II     |            232.107    |   200 |           |      |                                   |            |      |             |      |    |
          |                       |       |           |      |                                   |            |      |             |      |    |
Cd II     |            237.682    |    40 |           |      |                                   |            |      |             |      |    |
Cd III    |            241.824    |     7 |           |      |                                   |            |      |             |      |    |
Cd II     |            241.869    |    50 |           |      |                                   |            |      |             |      |    |
Cd III    |            242.636    |    10 |           |      |                                   |            |      |             |      |    |
Cd II     |            246.973    |    50 |           |      |                                   |            |      |             |      |    |
