
--------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |  Rel. |    Aki    | Acc. |           Ei           Ek           |       Lower level       |         Upper level          |Type|
             Wavelength |  Int. |    s^-1   |      |          (eV)         (eV)          |-------------------------|------------------------------|    |
              Vac (nm)  |       |           |      |                                     | Conf.            | Term | Conf.                 | Term |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
             976.065    |   235 |           |      |                                     |                  |      |                       |      |    |
             990.905    |   120 |           |      |                                     |                  |      |                       |      |    |
             993.698    |   140 |           |      |                                     |                  |      |                       |      |    |
             994.041    |   120 |           |      |                                     |                  |      |                       |      |    |
             999.531    |   160 |           |      |                                     |                  |      |                       |      |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
            1042.118    | 120bl |           |      |                                     |                  |      |                       |      |    |
            1128.634    |   590 | 2.32e+07  | A    |    10.9887918    -     12.0870266   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d      | 3D*  |    |
            1128.691    |   640 | 3.09e+07  | A    |    10.9888611    -     12.0870377   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d      | 3D*  |    |
            1128.702    |   490 | 7.74e+06  | A    |    10.9888611    -     12.0870266   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d      | 3D*  |    |
            1128.732    |   490 | 1.72e+07  | A    |    10.9888806    -     12.0870179   | 2s2.2p3.(4S*).3p | 3P   | 2s2.2p3.(4S*).3d      | 3D*  |    |
                        |       |           |      |                                     |                  |      |                       |      |    |
            1129.510    |   490 | 5.34e+06  | A    |    10.7402246    -     11.8376051   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4s      | 5S*  |    |
            1129.768    |   540 | 8.90e+06  | A    |    10.7404751    -     11.8376051   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4s      | 5S*  |    |
            1130.238    |   590 | 1.25e+07  | A    |    10.7409309    -     11.8376051   | 2s2.2p3.(4S*).3p | 5P   | 2s2.2p3.(4S*).4s      | 5S*  |    |
            1135.869    |   265 |           |      |                                     |                  |      |                       |      |    |
