
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                     Observed  |   Rel. |     Aki    | Acc. |                 Ei           Ek                 |      Lower level       |      Upper level       |Type|
          |                    Wavelength |   Int. |     s^-1   |      |                (eV)         (eV)                |------------------------|------------------------|    |
          |                     Vac (nm)  |        |            |      |                                                 | Conf.          | Term  | Conf.          | Term  |    |
B IV      |                 135.307       |   110* |            |      |    245.76527           -     254.92883          | 1s.4f          | 3F*   | 1s.7g          | 1,3G  |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B IV      |                 135.307       |   110* |            |      |    245.76527           -     254.92883          | 1s.4f          | 3F*   | 1s.7g          | 1,3G  |    |
B IV      |                 135.307       |   110* |            |      |    245.76527           -     254.92883          | 1s.4f          | 3F*   | 1s.7g          | 1,3G  |    |
B IV      |                 135.780       |    50* |            |      |    245.75369           -     254.88373          | 1s.4d          | 3D    | 1s.7p          | 3P*   |    |
B IV      |                 135.780       |    50* |            |      |    245.75369           -     254.88373          | 1s.4d          | 3D    | 1s.7p          | 3P*   |    |
B IV      |                 135.780       |    50* |            |      |    245.75369           -     254.88373          | 1s.4d          | 3D    | 1s.7p          | 3P*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B II      |                 136.2463      |   1000 | 1.20e+09   | A    |      0.00000           -       9.1000071        | 1s2.2s2        | 1S    | 1s2.2s.2p      | 1P*   |    |
B III     |                 136.63        |    18* |            |      |    226.85705           -     235.9315           | 1s.2p.(3P*).3d | 4D*   | 1s.2p.(3P*).5f | 4F    |    |
B III     |                 136.63        |    18* |            |      |    226.85705           -     235.9301           | 1s.2p.(3P*).3d | 4D*   | 1s.2p.(3P*).5f | 2F    |    |
B II      |                 137.8185      |     50 | 1.07e+08   | B    |     12.6913654         -      21.687549         | 1s2.2p2        | 1D    | 1s2.2s.4f      | 1F*   |    |
B I       |                 137.8654      |      2 | 3.42e+08   | C+   |      0.0000000         -       8.993138         | 2s2.2p         | 2P*   | 2s.2p2         | 2P    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B I       |                 137.8875      |      3 | 1.37e+09   | C+   |      0.0000000         -       8.991693         | 2s2.2p         | 2P*   | 2s.2p2         | 2P    |    |
B I       |                 137.8943      |      4 | 1.71e+09   | C+   |      0.0018953         -       8.993138         | 2s2.2p         | 2P*   | 2s.2p2         | 2P    |    |
B I       |                 137.9166      |      1 | 6.84e+08   | C+   |      0.0018953         -       8.991693         | 2s2.2p         | 2P*   | 2s.2p2         | 2P    |    |
B III     |                 140.046       |     12 |            |      |    227.17203           -     236.0251           | 1s.2p.(3P*).3d | 4P*   | 1s.2p.(3P*).5f | 4D    |    |
B I       |                 141.3940      |      a |            |      |      3.553189+x        -      12.32190+x        | 2s.2p2         | 4P    | 2s.2p.(3P*).5d | 4D*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B III     |                 141.640       |    15* |            |      |    223.89847           -     232.65454          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4P    |    |
B III     |                 141.640       |    15* |            |      |   [223.8998]           -     232.65454          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4P    |    |
B III     |                 141.640       |    15* |            |      |    223.90315           -     232.65454          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4P    |    |
B III     |                 142.141       |   970* | 3.451e+08  | AA   |     24.309426          -      33.032164         | 1s2.3d         | 2D    | 1s2.5f         | 2F*   |    |
B III     |                 142.141       |   970* | 3.698e+08  | AA   |     24.309788          -      33.032203         | 1s2.3d         | 2D    | 1s2.5f         | 2F*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B III     |                 142.4330      |    190 | 5.93e+07   | A    |     23.922903          -      32.627653         | 1s2.3p         | 2P*   | 1s2.5s         | 2S    |    |
B III     |                 142.4532      |    190 | 1.18e+08   | A    |     23.924144          -      32.627653         | 1s2.3p         | 2P*   | 1s2.5s         | 2S    |    |
B III     |                 143.570       |    70* | 1.81e+07   | A    |     24.309426          -      32.945281         | 1s2.3d         | 2D    | 1s2.5p         | 2P*   |    |
B III     |                 143.570       |    70* | 1.63e+07   | A    |     24.309788          -      32.945545         | 1s2.3d         | 2D    | 1s2.5p         | 2P*   |    |
B III     |                 144.92        |    5?* |            |      |    223.89847           -     232.45335          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4S    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B III     |                 144.92        |    5?* |            |      |   [223.8998]           -     232.45335          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4S    |    |
B III     |                 144.92        |    5?* |            |      |    223.90315           -     232.45335          | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4S    |    |
B III     |                 145.500       |     15 |            |      |    227.17203           -     235.6933           | 1s.2p.(3P*).3d | 4P*   | 1s.2p.(3P*).5p | 4P    |    |
B III     |                 146.316       |   111* |            |      |    223.89847           -     232.3754           | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4D    |    |
B III     |                 146.316       |   111* |            |      |   [223.8998]           -     232.3754           | 1s.2p.(3P*).3s | 4P*   | 1s.2p.(3P*).4p | 4D    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
