
---------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |    Rel. |    Aki    | Acc. |        Ei           Ek         |    Lower level     |       Upper level       |Type|
          |          Wavelength |    Int. |    s^-1   |      |       (eV)         (eV)        |--------------------|-------------------------|    |
          |           Vac (nm)  |         |           |      |                                | Conf.       | Term | Conf.          | Term   |    |
Ta II     |           263.558   |    1200 |           |      |   0.127869    -     4.830719   | 5d3.(4F).6s | a 5F |                | 5G*    |    |
Ta I      |           263.667   |     470 |           |      |                                |             |      |                |        |    |
Ta I      |           263.690   |     860 |           |      |                                |             |      |                |        |    |
Ta I      |           264.622   |     510 |           |      |                                |             |      |                |        |    |
Ta I      |           264.637   |     600 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           264.747   |    2400 |           |      |   0.00000     -     4.681726   | 5d3.6s2     | a 4F |                | 377*   |    |
Ta II     |           265.122   |     270 |           |      |                                |             |      |                |        |    |
Ta I      |           265.327   |    2600 |           |      |   0.249221    -     4.920709   | 5d3.6s2     | a 4F |                | 396*   |    |
Ta I      |           265.661   |    1900 |           |      |   0.00000     -     4.665536   | 5d3.6s2     | a 4F |                | 376*   |    |
Ta I      |           266.134   |    1500 |           |      |   0.696920    -     5.354269   | 5d3.6s2     | a 4F |                | 431*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           266.560   |     220 |           |      |                                |             |      |                |        |    |
Ta I      |           266.807   |     220 |           |      |                                |             |      |                |        |    |
Ta I      |           266.862   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           267.590   |     770 |           |      |                                |             |      |                |        |    |
Ta II     |           268.006   |     270 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           268.066   |     220 |           |      |                                |             |      |                |        |    |
Ta I      |           268.428   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           268.517   |   1500* |           |      |   0.511406    -     5.127374   | 5d2.6s2     | a 3P |                | 413*   |    |
Ta II     |           268.517   |   1500* |           |      |   0.00000     -     4.616031   | 5d3.(4F).6s | a 5F |                | 5G*    |    |
Ta I      |           269.131   |     340 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           269.240   |     260 |           |      |                                |             |      |                |        |    |
Ta II     |           269.452   |     470 |           |      |                                |             |      |                |        |    |
Ta I      |           269.681   |     240 |           |      |                                |             |      |                |        |    |
Ta IV     |           269.742   |      68 |           |      |                                |             |      |                |        |    |
Ta I      |           269.830   |    1000 |           |      |   0.249221    -     4.842763   | 5d3.6s2     | a 4F |                | 390*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           270.669   |     470 |           |      |                                |             |      |                |        |    |
Ta II     |           270.927   |     310 |           |      |                                |             |      |                |        |    |
Ta I      |           271.013   |    1200 |           |      |                                |             |      |                |        |    |
Ta I      |           271.467   |    2600 |           |      |   0.00000     -     4.565838   | 5d3.6s2     | a 4F | 5d3.6s.(3G).6p | y 4G*? |    |
Ta I      |           271.718   |     240 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           272.076   |     470 |           |      |                                |             |      |                |        |    |
Ta II     |           272.744   |     470 |           |      |                                |             |      |                |        |    |
Ta I      |           272.778   |     410 |           |      |                                |             |      |                |        |    |
Ta II     |           273.625   |     310 |           |      |                                |             |      |                |        |    |
Ta II     |           273.926   |     210 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           274.359   |     210 |           |      |                                |             |      |                |        |    |
Ta I      |           274.668   |     510 |           |      |                                |             |      |                |        |    |
Ta I      |           274.878   |    1200 |           |      |                                |             |      |                |        |    |
Ta I      |           274.983   |     860 |           |      |                                |             |      |                |        |    |
Ta II     |           275.249   |     410 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           275.831   |    1000 |           |      |   0.249221    -     4.742816   | 5d3.6s2     | a 4F |                | 382*   |    |
Ta II     |           276.168   |     430 |           |      |                                |             |      |                |        |    |
Ta I      |           277.588   |     770 |           |      |                                |             |      |                |        |    |
Ta I      |           278.769   |     390 |           |      |                                |             |      |                |        |    |
Ta I      |           279.634   |     680 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           279.776   |     680 |           |      |                                |             |      |                |        |    |
Ta I      |           280.207   |     380 |           |      |                                |             |      |                |        |    |
Ta I      |           280.630   |     430 |           |      |                                |             |      |                |        |    |
Ta I      |           280.658   |     510 |           |      |                                |             |      |                |        |    |
Ta II     |           281.710   |     260 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           284.282   |     260 |           |      |                                |             |      |                |        |    |
Ta I      |           284.425   |     640 |           |      |                                |             |      |                |        |    |
Ta II     |           284.446   |     290 |           |      |                                |             |      |                |        |    |
Ta I      |           284.535   |    290c |           |      |                                |             |      |                |        |    |
Ta I      |           284.852   |     560 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           285.049   |    1500 |           |      |                                |             |      |                |        |    |
Ta I      |           285.098   |    1900 |           |      |   0.696920    -     5.044473   | 5d3.6s2     | a 4F | 5d3.6s.(3G).6p | y 4G*? |    |
Ta II     |           285.844   |     220 |           |      |                                |             |      |                |        |    |
Ta I      |           286.198   |     360 |           |      |                                |             |      |                |        |    |
Ta I      |           286.865   |     310 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           287.142   |     470 |           |      |                                |             |      |                |        |    |
Ta I      |           287.336   |     270 |           |      |                                |             |      |                |        |    |
Ta I      |           287.356   |     260 |           |      |                                |             |      |                |        |    |
Ta I      |           287.417   |     210 |           |      |                                |             |      |                |        |    |
Ta I      |           288.002   |     380 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta I      |           289.184   |     770 |           |      |                                |             |      |                |        |    |
